runDt,postingDate,refDocNo,vndrNo,fundName,fundGroupDescr,efundDesc,amount,wait,debt,bond,total,bankNm,pmntStts,batchNo,mophId,mophDesc,budgetSource
2025-10-17,25681017,680400231,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680400230,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680400226,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680400213,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680400136,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680400071,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680400021,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680400017,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680300438,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680300425,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680300396,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680300343,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680300342,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680300269,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680300264,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,680300224,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,0,0,0, ,W,3602,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-17,25681017,6808_IP_01,0000010670,กองทุนผู้ป่วยใน,กองทุนค่าบริการทางการแพทย์,กองทุนผู้ป่วยใน CAP,50328627.2,50328627.2,0,0,0, ,W,3593,1102050101.202,ลูกหนี้ค่ารักษา UC-IP,UC
2025-10-17,25681017,DTLM6815070015,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),146040,0,0,0,146040,ธนาคารกรุงไทย จำกัด (มหาชน),P,3574,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-17,25681017,DTLM6818080018,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),115120,0,0,0,115120,ธนาคารกรุงไทย จำกัด (มหาชน),P,3570,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-17,25681017,DTLM6821090021,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),36480,0,0,0,36480,ธนาคารกรุงไทย จำกัด (มหาชน),P,3569,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-17,25681017,DMTB6815080015,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),103760,0,0,0,103760,ธนาคารกรุงไทย จำกัด (มหาชน),P,3568,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-17,25681017,DMTB6815080015,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,4940,0,0,0,4940,ธนาคารกรุงไทย จำกัด (มหาชน),P,3568,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,DHEM6825090025,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,585954,0,0,0,585954,ธนาคารกรุงไทย จำกัด (มหาชน),P,3565,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,DMXD6813080013,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,178650,0,0,0,178650,ธนาคารกรุงไทย จำกัด (มหาชน),P,3564,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,DHEM6822080022,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,200593,0,0,0,200593,ธนาคารกรุงไทย จำกัด (มหาชน),P,3559,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,DTDT6815070015,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,241884,0,0,0,241884,ธนาคารกรุงไทย จำกัด (มหาชน),P,3558,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,DTDT6817080017,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,238924,0,0,0,238924,ธนาคารกรุงไทย จำกัด (มหาชน),P,3557,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,DTDT6818090018,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,215152,0,0,0,215152,ธนาคารกรุงไทย จำกัด (มหาชน),P,3556,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,DMXD6812070012,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,26950,0,0,0,26950,ธนาคารกรุงไทย จำกัด (มหาชน),P,3555,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,DDOW6811070011,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),454800,0,0,0,454800,ธนาคารกรุงไทย จำกัด (มหาชน),P,3551,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-17,25681017,DDOW6812080012,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),347500,0,0,0,347500,ธนาคารกรุงไทย จำกัด (มหาชน),P,3550,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-17,25681017,OP REFER6809,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,286027,0,0,0,286027,ธนาคารกรุงไทย จำกัด (มหาชน),P,3547A,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,OP REFER6809,0000010670,กองทุนผู้ป่วยนอก,กองทุนค่าบริการทางการแพทย์,งบบริการผู้ป่วยนอกจ่ายแบบเหมาจ่ายต่อผู้มีสิทธิ,665379.85,665379.85,0,0,0, ,W,3547A,4301020105.214,รายได้กองทุน  UC -OP แบบเหมาจ่าย,UC
2025-10-17,25681017,DDOW6813090013,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),170700,0,0,0,170700,ธนาคารกรุงไทย จำกัด (มหาชน),P,3544,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-17,25681017,OP REFER6808,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,189252.5,0,0,0,189252.5,ธนาคารกรุงไทย จำกัด (มหาชน),P,3542,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-17,25681017,OP REFER6808,0000010670,กองทุนผู้ป่วยนอก,กองทุนค่าบริการทางการแพทย์,งบบริการผู้ป่วยนอกจ่ายแบบเหมาจ่ายต่อผู้มีสิทธิ,448990.65,448990.65,0,0,0, ,W,3542,4301020105.214,รายได้กองทุน  UC -OP แบบเหมาจ่าย,UC
2025-10-16,25681016,6809_OP_01(อุทธรณ์),0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),3000,0,0,0,3000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-16,25681016,6809_OP_01(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,0,0,198,0,-198,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-16,25681016,6809_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,301159.25,0,0,0,301159.25,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6809_OP_01,0000010670,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,36080,0,0,0,36080,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-16,25681016,6809_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,6081169.48,0,0,0,6081169.48,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6809_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,29250,0,0,0,29250,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6809_OP_01,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),487395,0,0,0,487395,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-16,25681016,6809_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,168915,0,0,0,168915,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6809_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,92000,0,0,0,92000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_03,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),2520,0,0,0,2520,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-16,25681016,6808_OP_02(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,72000,0,0,0,72000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,264574.25,0,0,0,264574.25,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,80000,0,0,0,80000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,193720,0,0,0,193720,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,29750,0,0,0,29750,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,6569039.82,0,0,0,6569039.82,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_02,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),589280,0,0,0,589280,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-16,25681016,6808_OP_02,0000010670,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,30780,0,0,0,30780,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-16,25681016,6808_OP_01(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,2800,0,0,0,2800,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_01(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,11231,0,0,0,11231,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-16,25681016,6808_OP_01(อุทธรณ์),0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),1600,0,0,0,1600,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-16,25681016,6808_OP_01(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,10766.5,0,0,0,10766.5,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,6111812.11,0,0,0,6111812.11,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_01,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),786500,0,0,0,786500,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-16,25681016,6808_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,214535,0,0,0,214535,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_01,0000010670,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,29836,0,0,0,29836,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-16,25681016,6808_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,296519.44,0,0,0,296519.44,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,85750,0,0,0,85750,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6808_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,160000,0,0,0,160000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6807_OP_02(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,0,0,50,0,-50,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-16,25681016,6807_OP_02(อุทธรณ์),0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),4390,0,0,0,4390,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-16,25681016,6807_OP_02(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,0,0,530,0,-530,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6807_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,24000,0,0,0,24000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6807_OP_02,0000010670,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,55340,0,0,0,55340,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-16,25681016,6807_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,180000,0,0,0,180000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6807_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,304720,0,0,0,304720,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-16,25681016,6807_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,6214317.96,0,0,0,6214317.96,ธนาคารกรุงไทย จำกัด (มหาชน),P,3536E,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
